Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
2.505,4326.7017,4287.492,2579.5272,-0.30579856,5.7788226,0.99331834,1.7515559,0.27790749,1.9592065,6.3026581,6.408579,0.004382657
2.506,4326.5014,4287.1862,2579.4184,-0.30580045,5.7770712,0.99304045,1.7514744,0.27789613,1.9591249,6.3026225,6.4094553,0.0043818785
2.507,4326.3011,4286.8804,2579.3095,-0.30580233,5.7753198,0.99276256,1.7513929,0.27788477,1.9590433,6.3025868,6.4103315,0.0043811003
2.508,4326.1008,4286.5746,2579.2007,-0.30580423,5.7735685,0.99248469,1.7513114,0.27787342,1.9589618,6.3025511,6.4112076,0.0043803225
2.509,4325.9005,4286.2688,2579.0918,-0.30580612,5.7718172,0.99220683,1.7512299,0.27786206,1.9588802,6.3025153,6.4120835,0.004379545
2.51,4325.7001,4285.963,2578.983,-0.30580802,5.7700661,0.99192897,1.7511484,0.27785071,1.9587986,6.3024795,6.4129593,0.0043787678
2.511,4325.4997,4285.6571,2578.8741,-0.30580992,5.768315,0.99165114,1.7510669,0.27783936,1.958717,6.3024436,6.4138349,0.004377991
2.512,4325.2993,4285.3513,2578.7652,-0.30581183,5.766564,0.99137331,1.7509854,0.27782801,1.9586354,6.3024077,6.4147103,0.0043772145
2.513,4325.0989,4285.0455,2578.6563,-0.30581374,5.7648131,0.99109549,1.7509039,0.27781666,1.9585538,6.3023717,6.4155856,0.0043764383
2.514,4324.8985,4284.7397,2578.5474,-0.30581565,5.7630623,0.99081769,1.7508223,0.27780531,1.9584721,6.3023357,6.4164607,0.0043756625
2.515,4324.6981,4284.4339,2578.4385,-0.30581757,5.7613116,0.99053989,1.7507408,0.27779396,1.9583905,6.3022997,6.4173357,0.0043748869
2.516,4324.4976,4284.1281,2578.3296,-0.30581949,5.7595609,0.99026211,1.7506593,0.27778262,1.9583089,6.3022636,6.4182105,0.0043741118
2.517,4324.2972,4283.8223,2578.2207,-0.30582141,5.7578103,0.98998434,1.7505777,0.27777127,1.9582273,6.3022275,6.4190852,0.0043733369
2.518,4324.0967,4283.5164,2578.1118,-0.30582334,5.7560598,0.98970658,1.7504962,0.27775992,1.9581456,6.3021913,6.4199597,0.0043725624
2.519,4323.8962,4283.2106,2578.0029,-0.30582527,5.7543094,0.98942883,1.7504146,0.27774858,1.958064,6.3021551,6.4208341,0.0043717882
2.52,4323.6957,4282.9048,2577.8939,-0.3058272,5.7525591,0.98915109,1.7503331,0.27773724,1.9579824,6.3021188,6.4217083,0.0043710144
2.521,4323.4952,4282.599,2577.785,-0.30582914,5.7508088,0.98887337,1.7502515,0.27772589,1.9579007,6.3020825,6.4225823,0.0043702409
2.522,4323.2947,4282.2931,2577.676,-0.30583108,5.7490587,0.98859565,1.7501699,0.27771455,1.9578191,6.3020461,6.4234562,0.0043694677
2.523,4323.0941,4281.9873,2577.5671,-0.30583303,5.7473086,0.98831795,1.7500883,0.27770321,1.9577374,6.3020097,6.42433,0.0043686948
2.524,4322.8936,4281.6815,2577.4581,-0.30583497,5.7455586,0.98804026,1.7500067,0.27769187,1.9576558,6.3019732,6.4252035,0.0043679223
2.525,4322.693,4281.3756,2577.3491,-0.30583692,5.7438086,0.98776258,1.7499252,0.27768053,1.9575741,6.3019368,6.426077,0.0043671501
2.526,4322.4924,4281.0698,2577.2402,-0.30583888,5.7420588,0.98748491,1.7498436,0.27766919,1.9574924,6.3019002,6.4269502,0.0043663782
2.527,4322.2918,4280.764,2577.1312,-0.30584084,5.740309,0.98720725,1.749762,0.27765786,1.9574107,6.3018636,6.4278234,0.0043656067
2.528,4322.0912,4280.4581,2577.0222,-0.3058428,5.7385593,0.9869296,1.7496803,0.27764652,1.9573291,6.301827,6.4286963,0.0043648354
2.529,4321.8906,4280.1523,2576.9132,-0.30584476,5.7368097,0.98665197,1.7495987,0.27763519,1.9572474,6.3017903,6.4295691,0.0043640646
2.53,4321.6899,4279.8464,2576.8042,-0.30584673,5.7350602,0.98637434,1.7495171,0.27762385,1.9571657,6.3017536,6.4304418,0.004363294
2.531,4321.4893,4279.5406,2576.6951,-0.3058487,5.7333108,0.98609673,1.7494355,0.27761252,1.957084,6.3017169,6.4313143,0.0043625238
2.532,4321.2886,4279.2347,2576.5861,-0.30585068,5.7315614,0.98581913,1.7493539,0.27760119,1.9570023,6.30168,6.4321867,0.0043617539
2.533,4321.0879,4278.9289,2576.4771,-0.30585266,5.7298122,0.98554154,1.7492722,0.27758985,1.9569206,6.3016432,6.4330589,0.0043609843
2.534,4320.8872,4278.623,2576.368,-0.30585464,5.728063,0.98526396,1.7491906,0.27757852,1.9568389,6.3016063,6.4339309,0.0043602151
2.535,4320.6865,4278.3172,2576.259,-0.30585662,5.7263139,0.98498639,1.7491089,0.27756719,1.9567572,6.3015694,6.4348028,0.0043594461
2.536,4320.4858,4278.0113,2576.1499,-0.30585861,5.7245648,0.98470884,1.7490273,0.27755587,1.9566755,6.3015324,6.4356745,0.0043586775
2.537,4320.285,4277.7055,2576.0409,-0.30586061,5.7228159,0.98443129,1.7489456,0.27754454,1.9565937,6.3014953,6.4365461,0.0043579093
2.538,4320.0843,4277.3996,2575.9318,-0.3058626,5.721067,0.98415376,1.7488639,0.27753321,1.956512,6.3014583,6.4374175,0.0043571413
2.539,4319.8835,4277.0937,2575.8227,-0.3058646,5.7193183,0.98387624,1.7487823,0.27752188,1.9564303,6.3014212,6.4382888,0.0043563737
2.54,4319.6827,4276.7879,2575.7137,-0.3058666,5.7175696,0.98359873,1.7487006,0.27751056,1.9563486,6.301384,6.4391599,0.0043556064
2.541,4319.4819,4276.482,2575.6046,-0.30586861,5.7158209,0.98332123,1.7486189,0.27749923,1.9562668,6.3013468,6.4400309,0.0043548395
2.542,4319.2811,4276.1761,2575.4955,-0.30587062,5.7140724,0.98304374,1.7485372,0.27748791,1.9561851,6.3013095,6.4409017,0.0043540728
2.543,4319.0802,4275.8703,2575.3864,-0.30587263,5.7123239,0.98276626,1.7484555,0.27747659,1.9561033,6.3012722,6.4417724,0.0043533065
2.544,4318.8794,4275.5644,2575.2773,-0.30587465,5.7105756,0.9824888,1.7483738,0.27746527,1.9560216,6.3012349,6.4426429,0.0043525405
2.545,4318.6785,4275.2585,2575.1681,-0.30587667,5.7088273,0.98221134,1.7482921,0.27745395,1.9559398,6.3011975,6.4435132,0.0043517749
2.546,4318.4777,4274.9526,2575.059,-0.30587869,5.7070791,0.9819339,1.7482104,0.27744263,1.955858,6.3011601,6.4443834,0.0043510095
2.547,4318.2768,4274.6468,2574.9499,-0.30588072,5.7053309,0.98165647,1.7481287,0.27743131,1.9557763,6.3011226,6.4452535,0.0043502445
2.548,4318.0759,4274.3409,2574.8407,-0.30588275,5.7035829,0.98137905,1.748047,0.27741999,1.9556945,6.3010851,6.4461234,0.0043494798
2.549,4317.875,4274.035,2574.7316,-0.30588478,5.7018349,0.98110164,1.7479652,0.27740867,1.9556127,6.3010475,6.4469931,0.0043487155
2.55,4317.674,4273.7291,2574.6224,-0.30588682,5.700087,0.98082424,1.7478835,0.27739736,1.9555309,6.3010099,6.4478627,0.0043479514
2.551,4317.4731,4273.4232,2574.5133,-0.30588886,5.6983392,0.98054686,1.7478017,0.27738604,1.9554492,6.3009723,6.4487322,0.0043471877
2.552,4317.2721,4273.1173,2574.4041,-0.30589091,5.6965915,0.98026948,1.74772,0.27737473,1.9553674,6.3009346,6.4496014,0.0043464243
2.553,4317.0712,4272.8114,2574.2949,-0.30589296,5.6948439,0.97999212,1.7476382,0.27736341,1.9552856,6.3008968,6.4504706,0.0043456612
2.554,4316.8702,4272.5056,2574.1857,-0.30589501,5.6930963,0.97971477,1.7475565,0.2773521,1.9552038,6.3008591,6.4513396,0.0043448985
2.555,4316.6692,4272.1997,2574.0766,-0.30589706,5.6913488,0.97943743,1.7474747,0.27734079,1.955122,6.3008212,6.4522084,0.004344136
2.556,4316.4682,4271.8938,2573.9674,-0.30589912,5.6896015,0.9791601,1.747393,0.27732948,1.9550401,6.3007834,6.4530771,0.0043433739
2.557,4316.2671,4271.5879,2573.8581,-0.30590118,5.6878541,0.97888278,1.7473112,0.27731817,1.9549583,6.3007454,6.4539456,0.0043426122
2.558,4316.0661,4271.282,2573.7489,-0.30590325,5.6861069,0.97860547,1.7472294,0.27730686,1.9548765,6.3007075,6.454814,0.0043418507
2.559,4315.865,4270.9761,2573.6397,-0.30590532,5.6843598,0.97832818,1.7471476,0.27729555,1.9547947,6.3006695,6.4556822,0.0043410895
2.56,4315.664,4270.6702,2573.5305,-0.30590739,5.6826127,0.97805089,1.7470658,0.27728424,1.9547128,6.3006314,6.4565502,0.0043403287
2.561,4315.4629,4270.3642,2573.4212,-0.30590946,5.6808657,0.97777362,1.746984,0.27727294,1.954631,6.3005933,6.4574181,0.0043395682
2.562,4315.2618,4270.0583,2573.312,-0.30591154,5.6791188,0.97749636,1.7469022,0.27726163,1.9545492,6.3005552,6.4582859,0.004338808
2.563,4315.0607,4269.7524,2573.2027,-0.30591363,5.677372,0.97721911,1.7468204,0.27725033,1.9544673,6.300517,6.4591535,0.0043380482
2.564,4314.8595,4269.4465,2573.0935,-0.30591571,5.6756253,0.97694187,1.7467386,0.27723902,1.9543855,6.3004788,6.460021,0.0043372886
2.565,4314.6584,4269.1406,2572.9842,-0.3059178,5.6738786,0.97666464,1.7466567,0.27722772,1.9543036,6.3004405,6.4608883,0.0043365294
2.566,4314.4572,4268.8347,2572.875,-0.3059199,5.672132,0.97638743,1.7465749,0.27721642,1.9542218,6.3004022,6.4617554,0.0043357705
2.567,4314.2561,4268.5288,2572.7657,-0.30592199,5.6703855,0.97611022,1.7464931,0.27720511,1.9541399,6.3003638,6.4626224,0.0043350119
2.568,4314.0549,4268.2228,2572.6564,-0.30592409,5.6686391,0.97583303,1.7464112,0.27719381,1.954058,6.3003254,6.4634893,0.0043342537
2.569,4313.8537,4267.9169,2572.5471,-0.3059262,5.6668928,0.97555584,1.7463294,0.27718251,1.9539762,6.300287,6.464356,0.0043334957
2.57,4313.6525,4267.611,2572.4378,-0.3059283,5.6651465,0.97527867,1.7462475,0.27717122,1.9538943,6.3002485,6.4652225,0.0043327381
2.571,4313.4512,4267.3051,2572.3285,-0.30593041,5.6634004,0.97500151,1.7461657,0.27715992,1.9538124,6.30021,6.4660889,0.0043319808
2.572,4313.25,4266.9991,2572.2192,-0.30593253,5.6616543,0.97472436,1.7460838,0.27714862,1.9537305,6.3001714,6.4669552,0.0043312238
2.573,4313.0487,4266.6932,2572.1098,-0.30593465,5.6599083,0.97444723,1.7460019,0.27713733,1.9536486,6.3001328,6.4678213,0.0043304671
2.574,4312.8475,4266.3873,2572.0005,-0.30593677,5.6581624,0.9741701,1.7459201,0.27712603,1.9535667,6.3000941,6.4686872,0.0043297108
2.575,4312.6462,4266.0813,2571.8912,-0.30593889,5.6564165,0.97389299,1.7458382,0.27711474,1.9534848,6.3000554,6.469553,0.0043289547
2.576,4312.4449,4265.7754,2571.7818,-0.30594102,5.6546708,0.97361588,1.7457563,0.27710344,1.9534029,6.3000167,6.4704186,0.004328199
2.577,4312.2436,4265.4694,2571.6725,-0.30594315,5.6529251,0.97333879,1.7456744,0.27709215,1.953321,6.2999779,6.4712841,0.0043274436
2.578,4312.0422,4265.1635,2571.5631,-0.30594529,5.6511795,0.97306171,1.7455925,0.27708086,1.9532391,6.299939,6.4721495,0.0043266885
2.579,4311.8409,4264.8576,2571.4537,-0.30594742,5.649434,0.97278464,1.7455106,0.27706957,1.9531572,6.2999001,6.4730147,0.0043259337
2.58,4311.6395,4264.5516,2571.3444,-0.30594957,5.6476886,0.97250758,1.7454287,0.27705828,1.9530752,6.2998612,6.4738797,0.0043251793
2.581,4311.4382,4264.2457,2571.235,-0.30595171,5.6459432,0.97223054,1.7453468,0.27704699,1.9529933,6.2998222,6.4747446,0.0043244251
2.582,4311.2368,4263.9397,2571.1256,-0.30595386,5.644198,0.9719535,1.7452649,0.2770357,1.9529114,6.2997832,6.4756093,0.0043236713
2.583,4311.0354,4263.6338,2571.0162,-0.30595601,5.6424528,0.97167647,1.7451829,0.27702441,1.9528294,6.2997441,6.4764739,0.0043229178
2.584,4310.834,4263.3278,2570.9068,-0.30595817,5.6407077,0.97139946,1.745101,0.27701313,1.9527475,6.299705,6.4773383,0.0043221646
2.585,4310.6325,4263.0218,2570.7974,-0.30596033,5.6389627,0.97112246,1.745019,0.27700184,1.9526655,6.2996659,6.4782026,0.0043214117
2.586,4310.4311,4262.7159,2570.6879,-0.30596249,5.6372177,0.97084547,1.7449371,0.27699056,1.9525836,6.2996267,6.4790667,0.0043206592
2.587,4310.2296,4262.4099,2570.5785,-0.30596466,5.6354729,0.97056849,1.7448551,0.27697927,1.9525016,6.2995875,6.4799307,0.0043199069
2.588,4310.0281,4262.104,2570.4691,-0.30596683,5.6337281,0.97029152,1.7447732,0.27696799,1.9524197,6.2995482,6.4807946,0.004319155
2.589,4309.8267,4261.798,2570.3596,-0.305969,5.6319834,0.97001457,1.7446912,0.27695671,1.9523377,6.2995089,6.4816582,0.0043184034
2.59,4309.6252,4261.492,2570.2502,-0.30597118,5.6302388,0.96973762,1.7446093,0.27694542,1.9522557,6.2994695,6.4825218,0.004317652
2.591,4309.4236,4261.186,2570.1407,-0.30597336,5.6284943,0.96946069,1.7445273,0.27693414,1.9521737,6.2994301,6.4833851,0.0043169011
2.592,4309.2221,4260.8801,2570.0313,-0.30597554,5.6267498,0.96918376,1.7444453,0.27692286,1.9520918,6.2993906,6.4842484,0.0043161504
2.593,4309.0206,4260.5741,2569.9218,-0.30597773,5.6250055,0.96890685,1.7443633,0.27691159,1.9520098,6.2993511,6.4851115,0.0043154
2.594,4308.819,4260.2681,2569.8123,-0.30597992,5.6232612,0.96862995,1.7442813,0.27690031,1.9519278,6.2993116,6.4859744,0.00431465
2.595,4308.6174,4259.9621,2569.7028,-0.30598212,5.621517,0.96835306,1.7441993,0.27688903,1.9518458,6.299272,6.4868372,0.0043139002
2.596,4308.4158,4259.6562,2569.5933,-0.30598432,5.6197729,0.96807618,1.7441173,0.27687775,1.9517638,6.2992324,6.4876998,0.0043131508
2.597,4308.2142,4259.3502,2569.4838,-0.30598652,5.6180288,0.96779932,1.7440353,0.27686648,1.9516818,6.2991927,6.4885623,0.0043124017
2.598,4308.0126,4259.0442,2569.3743,-0.30598872,5.6162849,0.96752246,1.7439533,0.2768552,1.9515998,6.299153,6.4894246,0.0043116529
2.599,4307.811,4258.7382,2569.2648,-0.30599093,5.614541,0.96724562,1.7438713,0.27684393,1.9515177,6.2991132,6.4902868,0.0043109044
2.6,4307.6093,4258.4322,2569.1553,-0.30599314,5.6127972,0.96696879,1.7437892,0.27683266,1.9514357,6.2990734,6.4911488,0.0043101562
2.601,4307.4077,4258.1262,2569.0457,-0.30599536,5.6110535,0.96669196,1.7437072,0.27682138,1.9513537,6.2990336,6.4920107,0.0043094083
2.602,4307.206,4257.8202,2568.9362,-0.30599758,5.6093099,0.96641515,1.7436252,0.27681011,1.9512717,6.2989937,6.4928724,0.0043086607
2.603,4307.0043,4257.5142,2568.8267,-0.3059998,5.6075663,0.96613836,1.7435431,0.27679884,1.9511896,6.2989538,6.493734,0.0043079135
2.604,4306.8026,4257.2082,2568.7171,-0.30600203,5.6058229,0.96586157,1.7434611,0.27678757,1.9511076,6.2989138,6.4945954,0.0043071666
2.605,4306.6009,4256.9022,2568.6075,-0.30600426,5.6040795,0.96558479,1.743379,0.2767763,1.9510255,6.2988738,6.4954567,0.0043064199
2.606,4306.3992,4256.5962,2568.498,-0.30600649,5.6023362,0.96530803,1.7432969,0.27676504,1.9509435,6.2988337,6.4963179,0.0043056736
2.607,4306.1974,4256.2902,2568.3884,-0.30600873,5.600593,0.96503127,1.7432149,0.27675377,1.9508614,6.2987936,6.4971789,0.0043049276
2.608,4305.9957,4255.9842,2568.2788,-0.30601097,5.5988498,0.96475453,1.7431328,0.2767425,1.9507794,6.2987534,6.4980397,0.0043041819
2.609,4305.7939,4255.6782,2568.1692,-0.30601321,5.5971068,0.9644778,1.7430507,0.27673124,1.9506973,6.2987132,6.4989004,0.0043034365
2.61,4305.5921,4255.3722,2568.0596,-0.30601546,5.5953638,0.96420108,1.7429686,0.27671997,1.9506152,6.298673,6.4997609,0.0043026914
2.611,4305.3903,4255.0662,2567.95,-0.30601771,5.5936209,0.96392437,1.7428865,0.27670871,1.9505332,6.2986327,6.5006213,0.0043019467
2.612,4305.1885,4254.7601,2567.8404,-0.30601997,5.5918781,0.96364767,1.7428044,0.27669745,1.9504511,6.2985924,6.5014815,0.0043012022
2.613,4304.9866,4254.4541,2567.7308,-0.30602222,5.5901354,0.96337099,1.7427223,0.27668618,1.950369,6.298552,6.5023416,0.004300458
2.614,4304.7848,4254.1481,2567.6212,-0.30602448,5.5883928,0.96309431,1.7426402,0.27667492,1.9502869,6.2985116,6.5032016,0.0042997142
2.615,4304.5829,4253.8421,2567.5115,-0.30602675,5.5866502,0.96281765,1.7425581,0.27666366,1.9502048,6.2984711,6.5040614,0.0042989706
2.616,4304.3811,4253.536,2567.4019,-0.30602902,5.5849077,0.962541,1.742476,0.2766524,1.9501227,6.2984306,6.504921,0.0042982274
2.617,4304.1792,4253.23,2567.2922,-0.30603129,5.5831653,0.96226435,1.7423938,0.27664114,1.9500406,6.2983901,6.5057805,0.0042974845
2.618,4303.9773,4252.924,2567.1826,-0.30603357,5.581423,0.96198772,1.7423117,0.27662989,1.9499585,6.2983495,6.5066399,0.0042967419
2.619,4303.7753,4252.618,2567.0729,-0.30603585,5.5796808,0.96171111,1.7422296,0.27661863,1.9498764,6.2983089,6.5074991,0.0042959996
2.62,4303.5734,4252.3119,2566.9632,-0.30603813,5.5779387,0.9614345,1.7421474,0.27660737,1.9497943,6.2982682,6.5083581,0.0042952576
2.621,4303.3715,4252.0059,2566.8536,-0.30604041,5.5761966,0.9611579,1.7420653,0.27659612,1.9497121,6.2982275,6.509217,0.0042945159
2.622,4303.1695,4251.6998,2566.7439,-0.3060427,5.5744546,0.96088132,1.7419831,0.27658486,1.94963,6.2981867,6.5100758,0.0042937745
2.623,4302.9675,4251.3938,2566.6342,-0.306045,5.5727127,0.96060474,1.7419009,0.27657361,1.9495479,6.2981459,6.5109344,0.0042930334
2.624,4302.7655,4251.0878,2566.5245,-0.30604729,5.5709709,0.96032818,1.7418188,0.27656236,1.9494657,6.2981051,6.5117928,0.0042922926
2.625,4302.5635,4250.7817,2566.4148,-0.30604959,5.5692292,0.96005163,1.7417366,0.2765511,1.9493836,6.2980642,6.5126511,0.0042915521
2.626,4302.3615,4250.4757,2566.305,-0.3060519,5.5674875,0.95977509,1.7416544,0.27653985,1.9493015,6.2980233,6.5135093,0.004290812
2.627,4302.1595,4250.1696,2566.1953,-0.30605421,5.5657459,0.95949856,1.7415722,0.2765286,1.9492193,6.2979823,6.5143673,0.0042900721
2.628,4301.9574,4249.8635,2566.0856,-0.30605652,5.5640044,0.95922205,1.74149,0.27651735,1.9491371,6.2979413,6.5152252,0.0042893326
2.629,4301.7553,4249.5575,2565.9758,-0.30605883,5.562263,0.95894554,1.7414078,0.2765061,1.949055,6.2979002,6.5160829,0.0042885933
2.63,4301.5533,4249.2514,2565.8661,-0.30606115,5.5605217,0.95866904,1.7413256,0.27649485,1.9489728,6.2978591,6.5169405,0.0042878544
2.631,4301.3512,4248.9454,2565.7563,-0.30606347,5.5587805,0.95839256,1.7412434,0.27648361,1.9488906,6.2978179,6.5177979,0.0042871157
2.632,4301.1491,4248.6393,2565.6466,-0.3060658,5.5570393,0.95811609,1.7411612,0.27647236,1.9488085,6.2977768,6.5186552,0.0042863774
2.633,4300.9469,4248.3332,2565.5368,-0.30606813,5.5552982,0.95783963,1.741079,0.27646111,1.9487263,6.2977355,6.5195123,0.0042856393
2.634,4300.7448,4248.0272,2565.427,-0.30607046,5.5535572,0.95756318,1.7409967,0.27644987,1.9486441,6.2976942,6.5203693,0.0042849016
2.635,4300.5427,4247.7211,2565.3173,-0.30607279,5.5518163,0.95728674,1.7409145,0.27643863,1.9485619,6.2976529,6.5212261,0.0042841642
2.636,4300.3405,4247.415,2565.2075,-0.30607513,5.5500755,0.95701031,1.7408323,0.27642738,1.9484797,6.2976115,6.5220828,0.004283427
2.637,4300.1383,4247.109,2565.0977,-0.30607748,5.5483347,0.9567339,1.74075,0.27641614,1.9483975,6.2975701,6.5229393,0.0042826902
2.638,4299.9361,4246.8029,2564.9879,-0.30607982,5.5465941,0.95645749,1.7406678,0.2764049,1.9483153,6.2975287,6.5237957,0.0042819537
2.639,4299.7339,4246.4968,2564.878,-0.30608217,5.5448535,0.9561811,1.7405855,0.27639366,1.9482331,6.2974872,6.524652,0.0042812175
2.64,4299.5317,4246.1907,2564.7682,-0.30608453,5.543113,0.95590471,1.7405032,0.27638242,1.9481509,6.2974457,6.5255081,0.0042804816
2.641,4299.3294,4245.8846,2564.6584,-0.30608688,5.5413725,0.95562834,1.740421,0.27637118,1.9480687,6.2974041,6.526364,0.004279746
2.642,4299.1272,4245.5785,2564.5485,-0.30608924,5.5396322,0.95535198,1.7403387,0.27635994,1.9479864,6.2973625,6.5272198,0.0042790106
2.643,4298.9249,4245.2725,2564.4387,-0.30609161,5.537892,0.95507563,1.7402564,0.2763487,1.9479042,6.2973208,6.5280755,0.0042782756
2.644,4298.7226,4244.9664,2564.3289,-0.30609398,5.5361518,0.9547993,1.7401741,0.27633746,1.947822,6.2972791,6.528931,0.0042775409
2.645,4298.5203,4244.6603,2564.219,-0.30609635,5.5344117,0.95452297,1.7400918,0.27632623,1.9477397,6.2972373,6.5297864,0.0042768065
2.646,4298.318,4244.3542,2564.1091,-0.30609872,5.5326717,0.95424666,1.7400095,0.27631499,1.9476575,6.2971955,6.5306416,0.0042760724
2.647,4298.1157,4244.0481,2563.9993,-0.3061011,5.5309317,0.95397035,1.7399272,0.27630376,1.9475752,6.2971537,6.5314966,0.0042753386
2.648,4297.9134,4243.742,2563.8894,-0.30610348,5.5291919,0.95369406,1.7398449,0.27629252,1.947493,6.2971118,6.5323516,0.0042746051
2.649,4297.711,4243.4359,2563.7795,-0.30610587,5.5274521,0.95341778,1.7397626,0.27628129,1.9474107,6.2970699,6.5332063,0.0042738719
2.65,4297.5087,4243.1298,2563.6696,-0.30610826,5.5257125,0.95314151,1.7396803,0.27627006,1.9473284,6.2970279,6.534061,0.004273139
2.651,4297.3063,4242.8237,2563.5597,-0.30611065,5.5239729,0.95286525,1.7395979,0.27625883,1.9472462,6.2969859,6.5349154,0.0042724064
2.652,4297.1039,4242.5175,2563.4498,-0.30611305,5.5222333,0.952589,1.7395156,0.2762476,1.9471639,6.2969438,6.5357698,0.0042716741
2.653,4296.9015,4242.2114,2563.3398,-0.30611545,5.5204939,0.95231277,1.7394333,0.27623637,1.9470816,6.2969017,6.536624,0.0042709421
2.654,4296.699,4241.9053,2563.2299,-0.30611785,5.5187546,0.95203654,1.7393509,0.27622514,1.9469993,6.2968596,6.537478,0.0042702104
2.655,4296.4966,4241.5992,2563.12,-0.30612026,5.5170153,0.95176033,1.7392686,0.27621391,1.946917,6.2968174,6.5383319,0.004269479
2.656,4296.2941,4241.2931,2563.01,-0.30612267,5.5152761,0.95148412,1.7391862,0.27620268,1.9468348,6.2967752,6.5391856,0.0042687479
2.657,4296.0917,4240.987,2562.9001,-0.30612508,5.513537,0.95120793,1.7391038,0.27619146,1.9467525,6.2967329,6.5400393,0.0042680171
2.658,4295.8892,4240.6808,2562.7901,-0.3061275,5.511798,0.95093175,1.7390215,0.27618023,1.9466701,6.2966906,6.5408927,0.0042672865
2.659,4295.6867,4240.3747,2562.6802,-0.30612992,5.510059,0.95065558,1.7389391,0.27616901,1.9465878,6.2966483,6.541746,0.0042665563
2.66,4295.4842,4240.0686,2562.5702,-0.30613235,5.5083202,0.95037942,1.7388567,0.27615778,1.9465055,6.2966059,6.5425992,0.0042658264
2.661,4295.2816,4239.7624,2562.4602,-0.30613477,5.5065814,0.95010328,1.7387743,0.27614656,1.9464232,6.2965634,6.5434522,0.0042650968
2.662,4295.0791,4239.4563,2562.3502,-0.30613721,5.5048427,0.94982714,1.7386919,0.27613533,1.9463409,6.2965209,6.5443051,0.0042643675
2.663,4294.8765,4239.1502,2562.2402,-0.30613964,5.5031041,0.94955102,1.7386095,0.27612411,1.9462586,6.2964784,6.5451578,0.0042636385
2.664,4294.674,4238.844,2562.1302,-0.30614208,5.5013656,0.94927491,1.7385271,0.27611289,1.9461762,6.2964359,6.5460104,0.0042629097
2.665,4294.4714,4238.5379,2562.0202,-0.30614452,5.4996271,0.9489988,1.7384447,0.27610167,1.9460939,6.2963932,6.5468628,0.0042621813
2.666,4294.2688,4238.2317,2561.9102,-0.30614697,5.4978888,0.94872271,1.7383623,0.27609045,1.9460115,6.2963506,6.5477151,0.0042614532
2.667,4294.0662,4237.9256,2561.8002,-0.30614942,5.4961505,0.94844663,1.7382799,0.27607923,1.9459292,6.2963079,6.5485673,0.0042607253
2.668,4293.8635,4237.6194,2561.6902,-0.30615187,5.4944123,0.94817057,1.7381974,0.27606801,1.9458468,6.2962652,6.5494193,0.0042599978
2.669,4293.6609,4237.3133,2561.5801,-0.30615433,5.4926742,0.94789451,1.738115,0.2760568,1.9457645,6.2962224,6.5502711,0.0042592705
2.67,4293.4582,4237.0071,2561.4701,-0.30615679,5.4909362,0.94761846,1.7380325,0.27604558,1.9456821,6.2961795,6.5511228,0.0042585436
2.671,4293.2555,4236.701,2561.36,-0.30615925,5.4891982,0.94734243,1.7379501,0.27603437,1.9455997,6.2961367,6.5519744,0.0042578169
2.672,4293.0529,4236.3948,2561.25,-0.30616172,5.4874603,0.94706641,1.7378676,0.27602315,1.9455174,6.2960938,6.5528258,0.0042570906
2.673,4292.8502,4236.0887,2561.1399,-0.30616419,5.4857226,0.94679039,1.7377852,0.27601194,1.945435,6.2960508,6.5536771,0.0042563645
2.674,4292.6474,4235.7825,2561.0298,-0.30616667,5.4839848,0.94651439,1.7377027,0.27600072,1.9453526,6.2960078,6.5545282,0.0042556387
2.675,4292.4447,4235.4763,2560.9197,-0.30616915,5.4822472,0.9462384,1.7376202,0.27598951,1.9452702,6.2959648,6.5553792,0.0042549133
2.676,4292.242,4235.1702,2560.8096,-0.30617163,5.4805097,0.94596243,1.7375378,0.2759783,1.9451878,6.2959217,6.55623,0.0042541881
2.677,4292.0392,4234.864,2560.6995,-0.30617412,5.4787722,0.94568646,1.7374553,0.27596709,1.9451054,6.2958786,6.5570807,0.0042534632
2.678,4291.8364,4234.5578,2560.5894,-0.3061766,5.4770349,0.9454105,1.7373728,0.27595588,1.945023,6.2958354,6.5579313,0.0042527386
2.679,4291.6336,4234.2516,2560.4793,-0.3061791,5.4752976,0.94513456,1.7372903,0.27594467,1.9449406,6.2957922,6.5587817,0.0042520143
2.68,4291.4308,4233.9455,2560.3692,-0.30618159,5.4735604,0.94485863,1.7372078,0.27593346,1.9448582,6.2957489,6.5596319,0.0042512903
2.681,4291.228,4233.6393,2560.2591,-0.30618409,5.4718232,0.9445827,1.7371253,0.27592225,1.9447758,6.2957057,6.560482,0.0042505666
2.682,4291.0252,4233.3331,2560.1489,-0.3061866,5.4700862,0.94430679,1.7370428,0.27591104,1.9446934,6.2956623,6.561332,0.0042498432
2.683,4290.8223,4233.0269,2560.0388,-0.3061891,5.4683492,0.94403089,1.7369602,0.27589984,1.9446109,6.2956189,6.5621818,0.0042491201
