Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
4.791,3830.9342,3584.2979,2310.8605,0,1.9994008,0.38665032,1.5502039,0.25309269,1.7592275,6.1250442,8.0989413,0.0031580921
4.792,3830.7013,3583.9898,2310.7344,0,1.9978507,0.38639724,1.5501094,0.25308195,1.759134,6.1249305,8.0995729,0.0031577118
4.793,3830.4683,3583.6818,2310.6084,0,1.9963006,0.38614416,1.5500148,0.25307122,1.7590404,6.1248168,8.1002043,0.0031573317
4.794,3830.2353,3583.3737,2310.4823,0,1.9947507,0.3858911,1.5499203,0.25306048,1.7589469,6.1247032,8.1008357,0.0031569516
4.795,3830.0023,3583.0657,2310.3562,0,1.9932009,0.38563805,1.5498258,0.25304974,1.7588533,6.1245894,8.101467,0.0031565716
4.796,3829.7693,3582.7576,2310.2301,0,1.9916512,0.38538501,1.5497312,0.25303901,1.7587597,6.1244757,8.1020983,0.0031561917
4.797,3829.5363,3582.4495,2310.104,0,1.9901015,0.38513199,1.5496367,0.25302827,1.7586661,6.1243619,8.1027294,0.0031558119
4.798,3829.3032,3582.1415,2309.9779,0,1.988552,0.38487897,1.5495421,0.25301753,1.7585725,6.1242481,8.1033605,0.0031554322
4.799,3829.0702,3581.8334,2309.8518,0,1.9870025,0.38462596,1.5494476,0.2530068,1.7584789,6.1241342,8.1039915,0.0031550526
4.8,3828.8371,3581.5254,2309.7257,0,1.9854532,0.38437297,1.549353,0.25299606,1.7583853,6.1240204,8.1046225,0.003154673
4.801,3828.604,3581.2173,2309.5995,0,1.9839039,0.38411998,1.5492585,0.25298532,1.7582917,6.1239065,8.1052533,0.0031542936
4.802,3828.3709,3580.9093,2309.4734,0,1.9823548,0.38386701,1.5491639,0.25297459,1.7581981,6.1237925,8.1058841,0.0031539142
4.803,3828.1378,3580.6012,2309.3473,0,1.9808057,0.38361404,1.5490693,0.25296385,1.7581045,6.1236786,8.1065148,0.0031535349
4.804,3827.9047,3580.2932,2309.2211,0,1.9792567,0.38336109,1.5489747,0.25295311,1.7580108,6.1235646,8.1071455,0.0031531557
4.805,3827.6716,3579.9851,2309.095,0,1.9777078,0.38310815,1.5488801,0.25294237,1.7579172,6.1234506,8.107776,0.0031527766
4.806,3827.4384,3579.677,2308.9688,0,1.9761591,0.38285522,1.5487855,0.25293164,1.7578236,6.1233365,8.1084065,0.0031523976
4.807,3827.2052,3579.369,2308.8426,0,1.9746104,0.38260229,1.5486909,0.2529209,1.7577299,6.1232225,8.1090369,0.0031520186
4.808,3826.972,3579.0609,2308.7164,0,1.9730618,0.38234938,1.5485963,0.25291016,1.7576363,6.1231084,8.1096672,0.0031516398
4.809,3826.7388,3578.7529,2308.5902,0,1.9715133,0.38209648,1.5485017,0.25289942,1.7575426,6.1229942,8.1102975,0.003151261
4.81,3826.5056,3578.4448,2308.464,0,1.9699649,0.3818436,1.5484071,0.25288868,1.757449,6.1228801,8.1109277,0.0031508823
4.811,3826.2724,3578.1368,2308.3378,0,1.9684166,0.38159072,1.5483125,0.25287794,1.7573553,6.1227659,8.1115578,0.0031505037
4.812,3826.0392,3577.8287,2308.2116,0,1.9668683,0.38133785,1.5482178,0.2528672,1.7572616,6.1226517,8.1121878,0.0031501252
4.813,3825.8059,3577.5207,2308.0854,0,1.9653202,0.38108499,1.5481232,0.25285647,1.7571679,6.1225374,8.1128177,0.0031497468
4.814,3825.5726,3577.2126,2307.9592,0,1.9637722,0.38083215,1.5480285,0.25284573,1.7570743,6.1224232,8.1134476,0.0031493685
4.815,3825.3394,3576.9045,2307.8329,0,1.9622242,0.38057931,1.5479339,0.25283499,1.7569806,6.1223089,8.1140774,0.0031489902
4.816,3825.1061,3576.5965,2307.7067,0,1.9606764,0.38032649,1.5478392,0.25282425,1.7568869,6.1221945,8.1147071,0.003148612
4.817,3824.8728,3576.2884,2307.5805,0,1.9591287,0.38007368,1.5477446,0.25281351,1.7567932,6.1220802,8.1153368,0.003148234
4.818,3824.6394,3575.9804,2307.4542,0,1.957581,0.37982087,1.5476499,0.25280277,1.7566995,6.1219658,8.1159663,0.003147856
4.819,3824.4061,3575.6723,2307.3279,0,1.9560335,0.37956808,1.5475552,0.25279203,1.7566058,6.1218514,8.1165958,0.0031474781
4.82,3824.1727,3575.3643,2307.2017,0,1.954486,0.3793153,1.5474606,0.25278129,1.756512,6.1217369,8.1172253,0.0031471002
4.821,3823.9394,3575.0562,2307.0754,0,1.9529386,0.37906253,1.5473659,0.25277055,1.7564183,6.1216225,8.1178546,0.0031467225
4.822,3823.706,3574.7482,2306.9491,0,1.9513914,0.37880977,1.5472712,0.25275981,1.7563246,6.121508,8.1184839,0.0031463448
4.823,3823.4726,3574.4401,2306.8228,0,1.9498442,0.37855702,1.5471765,0.25274907,1.7562309,6.1213935,8.1191131,0.0031459673
4.824,3823.2392,3574.132,2306.6965,0,1.9482971,0.37830428,1.5470818,0.25273833,1.7561371,6.1212789,8.1197422,0.0031455898
4.825,3823.0058,3573.824,2306.5702,0,1.9467501,0.37805155,1.5469871,0.25272758,1.7560434,6.1211643,8.1203712,0.0031452124
4.826,3822.7723,3573.5159,2306.4439,0,1.9452032,0.37779884,1.5468924,0.25271684,1.7559496,6.1210497,8.1210002,0.0031448351
4.827,3822.5389,3573.2079,2306.3175,0,1.9436564,0.37754613,1.5467976,0.2527061,1.7558559,6.1209351,8.1216291,0.0031444579
4.828,3822.3054,3572.8998,2306.1912,0,1.9421097,0.37729344,1.5467029,0.25269536,1.7557621,6.1208204,8.1222579,0.0031440807
4.829,3822.0719,3572.5918,2306.0649,0,1.9405631,0.37704075,1.5466082,0.25268462,1.7556683,6.1207057,8.1228866,0.0031437037
4.83,3821.8384,3572.2837,2305.9385,0,1.9390166,0.37678808,1.5465134,0.25267388,1.7555746,6.120591,8.1235153,0.0031433267
4.831,3821.6049,3571.9757,2305.8122,0,1.9374702,0.37653541,1.5464187,0.25266313,1.7554808,6.1204762,8.1241439,0.0031429498
4.832,3821.3714,3571.6676,2305.6858,0,1.9359239,0.37628276,1.546324,0.25265239,1.755387,6.1203614,8.1247724,0.0031425731
4.833,3821.1378,3571.3595,2305.5594,0,1.9343776,0.37603012,1.5462292,0.25264165,1.7552932,6.1202466,8.1254008,0.0031421963
4.834,3820.9043,3571.0515,2305.4331,0,1.9328315,0.37577749,1.5461344,0.25263091,1.7551994,6.1201318,8.1260292,0.0031418197
4.835,3820.6707,3570.7434,2305.3067,0,1.9312855,0.37552487,1.5460397,0.25262016,1.7551056,6.1200169,8.1266575,0.0031414432
4.836,3820.4371,3570.4354,2305.1803,0,1.9297395,0.37527226,1.5459449,0.25260942,1.7550118,6.119902,8.1272857,0.0031410667
4.837,3820.2035,3570.1273,2305.0539,0,1.9281937,0.37501966,1.5458501,0.25259868,1.754918,6.1197871,8.1279138,0.0031406904
4.838,3819.9699,3569.8193,2304.9275,0,1.9266479,0.37476707,1.5457553,0.25258794,1.7548242,6.1196721,8.1285419,0.0031403141
4.839,3819.7363,3569.5112,2304.801,0,1.9251022,0.3745145,1.5456606,0.25257719,1.7547304,6.1195571,8.1291699,0.0031399379
4.84,3819.5027,3569.2032,2304.6746,0,1.9235567,0.37426193,1.5455658,0.25256645,1.7546365,6.1194421,8.1297978,0.0031395618
4.841,3819.269,3568.8951,2304.5482,0,1.9220112,0.37400937,1.545471,0.25255571,1.7545427,6.1193271,8.1304256,0.0031391857
4.842,3819.0354,3568.587,2304.4217,0,1.9204658,0.37375683,1.5453762,0.25254496,1.7544489,6.119212,8.1310534,0.0031388098
4.843,3818.8017,3568.279,2304.2953,0,1.9189206,0.3735043,1.5452813,0.25253422,1.754355,6.1190969,8.1316811,0.0031384339
4.844,3818.568,3567.9709,2304.1688,0,1.9173754,0.37325177,1.5451865,0.25252347,1.7542612,6.1189818,8.1323087,0.0031380582
4.845,3818.3343,3567.6629,2304.0424,0,1.9158303,0.37299926,1.5450917,0.25251273,1.7541673,6.1188666,8.1329362,0.0031376825
4.846,3818.1006,3567.3548,2303.9159,0,1.9142853,0.37274676,1.5449969,0.25250198,1.7540734,6.1187514,8.1335637,0.0031373069
4.847,3817.8668,3567.0468,2303.7894,0,1.9127404,0.37249427,1.544902,0.25249124,1.7539796,6.1186362,8.1341911,0.0031369313
4.848,3817.6331,3566.7387,2303.6629,0,1.9111956,0.37224179,1.5448072,0.25248049,1.7538857,6.118521,8.1348184,0.0031365559
4.849,3817.3993,3566.4307,2303.5365,0,1.9096509,0.37198932,1.5447124,0.25246975,1.7537918,6.1184057,8.1354456,0.0031361806
4.85,3817.1655,3566.1226,2303.41,0,1.9081062,0.37173686,1.5446175,0.252459,1.7536979,6.1182904,8.1360728,0.0031358053
4.851,3816.9317,3565.8145,2303.2834,0,1.9065617,0.37148441,1.5445226,0.25244826,1.753604,6.1181751,8.1366999,0.0031354301
4.852,3816.6979,3565.5065,2303.1569,0,1.9050173,0.37123197,1.5444278,0.25243751,1.7535101,6.1180597,8.1373269,0.003135055
4.853,3816.4641,3565.1984,2303.0304,0,1.903473,0.37097954,1.5443329,0.25242677,1.7534162,6.1179444,8.1379538,0.00313468
4.854,3816.2303,3564.8904,2302.9039,0,1.9019287,0.37072713,1.544238,0.25241602,1.7533223,6.117829,8.1385807,0.0031343051
4.855,3815.9964,3564.5823,2302.7773,0,1.9003846,0.37047472,1.5441432,0.25240527,1.7532284,6.1177135,8.1392075,0.0031339302
4.856,3815.7625,3564.2743,2302.6508,0,1.8988405,0.37022233,1.5440483,0.25239453,1.7531345,6.117598,8.1398342,0.0031335555
4.857,3815.5287,3563.9662,2302.5242,0,1.8972966,0.36996994,1.5439534,0.25238378,1.7530406,6.1174826,8.1404608,0.0031331808
4.858,3815.2948,3563.6581,2302.3977,0,1.8957527,0.36971757,1.5438585,0.25237303,1.7529466,6.117367,8.1410874,0.0031328062
4.859,3815.0609,3563.3501,2302.2711,0,1.8942089,0.36946521,1.5437636,0.25236229,1.7528527,6.1172515,8.1417139,0.0031324317
4.86,3814.8269,3563.042,2302.1445,0,1.8926653,0.36921286,1.5436687,0.25235154,1.7527588,6.1171359,8.1423403,0.0031320573
4.861,3814.593,3562.734,2302.018,0,1.8911217,0.36896052,1.5435738,0.25234079,1.7526648,6.1170203,8.1429666,0.003131683
4.862,3814.3591,3562.4259,2301.8914,0,1.8895782,0.36870819,1.5434788,0.25233005,1.7525709,6.1169046,8.1435929,0.0031313087
4.863,3814.1251,3562.1179,2301.7648,0,1.8880348,0.36845587,1.5433839,0.2523193,1.7524769,6.116789,8.1442191,0.0031309345
4.864,3813.8911,3561.8098,2301.6382,0,1.8864916,0.36820356,1.543289,0.25230855,1.7523829,6.1166733,8.1448452,0.0031305605
4.865,3813.6571,3561.5018,2301.5115,0,1.8849484,0.36795126,1.543194,0.2522978,1.752289,6.1165575,8.1454712,0.0031301865
4.866,3813.4231,3561.1937,2301.3849,0,1.8834053,0.36769897,1.5430991,0.25228705,1.752195,6.1164418,8.1460972,0.0031298125
4.867,3813.1891,3560.8856,2301.2583,0,1.8818623,0.3674467,1.5430041,0.25227631,1.752101,6.116326,8.1467231,0.0031294387
4.868,3812.9551,3560.5776,2301.1316,0,1.8803193,0.36719443,1.5429092,0.25226556,1.752007,6.1162102,8.1473489,0.003129065
4.869,3812.721,3560.2695,2301.005,0,1.8787765,0.36694218,1.5428142,0.25225481,1.751913,6.1160944,8.1479746,0.0031286913
4.87,3812.4869,3559.9615,2300.8784,0,1.8772338,0.36668993,1.5427192,0.25224406,1.751819,6.1159785,8.1486003,0.0031283177
4.871,3812.2529,3559.6534,2300.7517,0,1.8756912,0.3664377,1.5426243,0.25223331,1.751725,6.1158626,8.1492259,0.0031279442
4.872,3812.0188,3559.3454,2300.625,0,1.8741487,0.36618548,1.5425293,0.25222256,1.751631,6.1157467,8.1498514,0.0031275708
4.873,3811.7847,3559.0373,2300.4983,0,1.8726062,0.36593327,1.5424343,0.25221181,1.751537,6.1156307,8.1504768,0.0031271975
4.874,3811.5505,3558.7293,2300.3717,0,1.8710639,0.36568106,1.5423393,0.25220106,1.751443,6.1155147,8.1511022,0.0031268242
4.875,3811.3164,3558.4212,2300.245,0,1.8695216,0.36542887,1.5422443,0.25219031,1.751349,6.1153987,8.1517275,0.0031264511
4.876,3811.0823,3558.1131,2300.1183,0,1.8679795,0.36517669,1.5421493,0.25217956,1.7512549,6.1152827,8.1523527,0.003126078
4.877,3810.8481,3557.8051,2299.9916,0,1.8664374,0.36492453,1.5420543,0.25216881,1.7511609,6.1151666,8.1529778,0.003125705
4.878,3810.6139,3557.497,2299.8649,0,1.8648955,0.36467237,1.5419593,0.25215806,1.7510669,6.1150505,8.1536029,0.0031253321
4.879,3810.3797,3557.189,2299.7381,0,1.8633536,0.36442022,1.5418643,0.25214731,1.7509728,6.1149344,8.1542279,0.0031249593
4.88,3810.1455,3556.8809,2299.6114,0,1.8618118,0.36416808,1.5417693,0.25213656,1.7508788,6.1148183,8.1548528,0.0031245865
4.881,3809.9113,3556.5729,2299.4847,0,1.8602702,0.36391596,1.5416742,0.25212581,1.7507847,6.1147021,8.1554777,0.0031242139
4.882,3809.6771,3556.2648,2299.3579,0,1.8587286,0.36366384,1.5415792,0.25211506,1.7506906,6.1145859,8.1561024,0.0031238413
4.883,3809.4428,3555.9568,2299.2312,0,1.8571871,0.36341174,1.5414841,0.25210431,1.7505966,6.1144696,8.1567271,0.0031234688
4.884,3809.2086,3555.6487,2299.1044,0,1.8556457,0.36315965,1.5413891,0.25209356,1.7505025,6.1143534,8.1573517,0.0031230964
4.885,3808.9743,3555.3406,2298.9776,0,1.8541044,0.36290756,1.541294,0.25208281,1.7504084,6.1142371,8.1579763,0.003122724
4.886,3808.74,3555.0326,2298.8509,0,1.8525632,0.36265549,1.541199,0.25207205,1.7503143,6.1141208,8.1586008,0.0031223518
4.887,3808.5057,3554.7245,2298.7241,0,1.8510221,0.36240343,1.5411039,0.2520613,1.7502202,6.1140044,8.1592252,0.0031219796
4.888,3808.2714,3554.4165,2298.5973,0,1.8494811,0.36215138,1.5410088,0.25205055,1.7501261,6.113888,8.1598495,0.0031216076
4.889,3808.037,3554.1084,2298.4705,0,1.8479402,0.36189934,1.5409138,0.2520398,1.750032,6.1137716,8.1604737,0.0031212356
4.89,3807.8027,3553.8004,2298.3437,0,1.8463994,0.36164731,1.5408187,0.25202904,1.7499379,6.1136552,8.1610979,0.0031208637
4.891,3807.5683,3553.4923,2298.2169,0,1.8448587,0.36139529,1.5407236,0.25201829,1.7498438,6.1135387,8.161722,0.0031204918
4.892,3807.3339,3553.1843,2298.0901,0,1.843318,0.36114328,1.5406285,0.25200754,1.7497497,6.1134222,8.162346,0.0031201201
4.893,3807.0996,3552.8762,2297.9632,0,1.8417775,0.36089129,1.5405334,0.25199679,1.7496555,6.1133057,8.16297,0.0031197484
4.894,3806.8651,3552.5681,2297.8364,0,1.8402371,0.3606393,1.5404383,0.25198603,1.7495614,6.1131891,8.1635938,0.0031193768
4.895,3806.6307,3552.2601,2297.7096,0,1.8386967,0.36038733,1.5403432,0.25197528,1.7494673,6.1130726,8.1642176,0.0031190054
4.896,3806.3963,3551.952,2297.5827,0,1.8371565,0.36013536,1.5402481,0.25196453,1.7493731,6.112956,8.1648414,0.0031186339
4.897,3806.1618,3551.644,2297.4559,0,1.8356163,0.35988341,1.5401529,0.25195377,1.749279,6.1128393,8.165465,0.0031182626
4.898,3805.9274,3551.3359,2297.329,0,1.8340763,0.35963146,1.5400578,0.25194302,1.7491848,6.1127227,8.1660886,0.0031178914
4.899,3805.6929,3551.0279,2297.2021,0,1.8325363,0.35937953,1.5399627,0.25193226,1.7490906,6.112606,8.1667121,0.0031175202
4.9,3805.4584,3550.7198,2297.0752,0,1.8309964,0.35912761,1.5398675,0.25192151,1.7489965,6.1124892,8.1673355,0.0031171491
4.901,3805.2239,3550.4118,2296.9483,0,1.8294567,0.3588757,1.5397724,0.25191076,1.7489023,6.1123725,8.1679589,0.0031167781
4.902,3804.9894,3550.1037,2296.8214,0,1.827917,0.3586238,1.5396772,0.2519,1.7488081,6.1122557,8.1685822,0.0031164072
4.903,3804.7549,3549.7956,2296.6945,0,1.8263774,0.35837191,1.5395821,0.25188925,1.7487139,6.1121389,8.1692054,0.0031160364
4.904,3804.5203,3549.4876,2296.5676,0,1.8248379,0.35812003,1.5394869,0.25187849,1.7486198,6.1120221,8.1698285,0.0031156656
4.905,3804.2858,3549.1795,2296.4407,0,1.8232985,0.35786816,1.5393917,0.25186773,1.7485256,6.1119052,8.1704516,0.0031152949
4.906,3804.0512,3548.8715,2296.3138,0,1.8217592,0.35761631,1.5392965,0.25185698,1.7484314,6.1117883,8.1710746,0.0031149244
4.907,3803.8166,3548.5634,2296.1868,0,1.82022,0.35736446,1.5392014,0.25184622,1.7483372,6.1116714,8.1716975,0.0031145538
4.908,3803.582,3548.2554,2296.0599,0,1.8186809,0.35711263,1.5391062,0.25183547,1.7482429,6.1115545,8.1723203,0.0031141834
4.909,3803.3474,3547.9473,2295.933,0,1.8171419,0.3568608,1.539011,0.25182471,1.7481487,6.1114375,8.1729431,0.0031138131
4.91,3803.1127,3547.6393,2295.806,0,1.815603,0.35660899,1.5389158,0.25181396,1.7480545,6.1113205,8.1735658,0.0031134428
4.911,3802.8781,3547.3312,2295.679,0,1.8140642,0.35635718,1.5388206,0.2518032,1.7479603,6.1112034,8.1741884,0.0031130726
4.912,3802.6434,3547.0231,2295.5521,0,1.8125254,0.35610539,1.5387254,0.25179244,1.747866,6.1110864,8.1748109,0.0031127026
4.913,3802.4087,3546.7151,2295.4251,0,1.8109868,0.35585361,1.5386301,0.25178169,1.7477718,6.1109693,8.1754334,0.0031123325
4.914,3802.1741,3546.407,2295.2981,0,1.8094483,0.35560184,1.5385349,0.25177093,1.7476775,6.1108522,8.1760558,0.0031119626
4.915,3801.9393,3546.099,2295.1711,0,1.8079098,0.35535008,1.5384397,0.25176017,1.7475833,6.110735,8.1766781,0.0031115928
4.916,3801.7046,3545.7909,2295.0441,0,1.8063715,0.35509833,1.5383445,0.25174941,1.747489,6.1106178,8.1773003,0.003111223
4.917,3801.4699,3545.4829,2294.9171,0,1.8048332,0.35484659,1.5382492,0.25173866,1.7473948,6.1105006,8.1779225,0.0031108533
4.918,3801.2352,3545.1748,2294.7901,0,1.8032951,0.35459486,1.538154,0.2517279,1.7473005,6.1103834,8.1785446,0.0031104837
4.919,3801.0004,3544.8668,2294.663,0,1.801757,0.35434315,1.5380587,0.25171714,1.7472062,6.1102661,8.1791666,0.0031101142
4.92,3800.7656,3544.5587,2294.536,0,1.8002191,0.35409144,1.5379635,0.25170638,1.7471119,6.1101489,8.1797886,0.0031097448
4.921,3800.5308,3544.2506,2294.409,0,1.7986812,0.35383974,1.5378682,0.25169562,1.7470177,6.1100315,8.1804104,0.0031093754
4.922,3800.296,3543.9426,2294.2819,0,1.7971434,0.35358806,1.5377729,0.25168487,1.7469234,6.1099142,8.1810322,0.0031090061
4.923,3800.0612,3543.6345,2294.1549,0,1.7956057,0.35333638,1.5376777,0.25167411,1.7468291,6.1097968,8.181654,0.0031086369
4.924,3799.8264,3543.3265,2294.0278,0,1.7940682,0.35308472,1.5375824,0.25166335,1.7467348,6.1096794,8.1822756,0.0031082678
4.925,3799.5915,3543.0184,2293.9007,0,1.7925307,0.35283307,1.5374871,0.25165259,1.7466405,6.109562,8.1828972,0.0031078988
4.926,3799.3567,3542.7104,2293.7736,0,1.7909933,0.35258143,1.5373918,0.25164183,1.7465461,6.1094445,8.1835187,0.0031075299
4.927,3799.1218,3542.4023,2293.6466,0,1.789456,0.3523298,1.5372965,0.25163107,1.7464518,6.109327,8.1841401,0.003107161
4.928,3798.8869,3542.0943,2293.5195,0,1.7879188,0.35207818,1.5372012,0.25162031,1.7463575,6.1092095,8.1847615,0.0031067922
4.929,3798.652,3541.7862,2293.3924,0,1.7863817,0.35182657,1.5371059,0.25160955,1.7462632,6.109092,8.1853828,0.0031064235
4.93,3798.4171,3541.4781,2293.2652,0,1.7848447,0.35157497,1.5370106,0.25159879,1.7461688,6.1089744,8.186004,0.0031060549
4.931,3798.1821,3541.1701,2293.1381,0,1.7833078,0.35132338,1.5369152,0.25158803,1.7460745,6.1088568,8.1866251,0.0031056864
4.932,3797.9472,3540.862,2293.011,0,1.7817709,0.3510718,1.5368199,0.25157727,1.7459801,6.1087392,8.1872462,0.0031053179
4.933,3797.7122,3540.554,2292.8839,0,1.7802342,0.35082024,1.5367246,0.25156651,1.7458858,6.1086215,8.1878672,0.0031049495
4.934,3797.4773,3540.2459,2292.7567,0,1.7786976,0.35056868,1.5366292,0.25155575,1.7457914,6.1085038,8.1884881,0.0031045812
4.935,3797.2423,3539.9379,2292.6296,0,1.777161,0.35031713,1.5365339,0.25154499,1.7456971,6.1083861,8.1891089,0.003104213
4.936,3797.0073,3539.6298,2292.5024,0,1.7756246,0.3500656,1.5364385,0.25153422,1.7456027,6.1082684,8.1897297,0.0031038449
4.937,3796.7722,3539.3218,2292.3753,0,1.7740883,0.34981408,1.5363432,0.25152346,1.7455083,6.1081506,8.1903504,0.0031034768
4.938,3796.5372,3539.0137,2292.2481,0,1.772552,0.34956256,1.5362478,0.2515127,1.7454139,6.1080328,8.190971,0.0031031089
4.939,3796.3022,3538.7056,2292.1209,0,1.7710159,0.34931106,1.5361525,0.25150194,1.7453195,6.107915,8.1915916,0.003102741
4.94,3796.0671,3538.3976,2291.9937,0,1.7694798,0.34905957,1.5360571,0.25149118,1.7452251,6.1077971,8.1922121,0.0031023732
4.941,3795.832,3538.0895,2291.8665,0,1.7679438,0.34880809,1.5359617,0.25148041,1.7451307,6.1076792,8.1928325,0.0031020054
4.942,3795.5969,3537.7815,2291.7393,0,1.766408,0.34855662,1.5358663,0.25146965,1.7450363,6.1075613,8.1934528,0.0031016378
4.943,3795.3618,3537.4734,2291.6121,0,1.7648722,0.34830516,1.5357709,0.25145889,1.7449419,6.1074434,8.194073,0.0031012702
4.944,3795.1267,3537.1654,2291.4849,0,1.7633365,0.34805371,1.5356755,0.25144813,1.7448475,6.1073254,8.1946932,0.0031009028
4.945,3794.8916,3536.8573,2291.3577,0,1.761801,0.34780228,1.5355801,0.25143736,1.7447531,6.1072074,8.1953133,0.0031005354
4.946,3794.6564,3536.5493,2291.2304,0,1.7602655,0.34755085,1.5354847,0.2514266,1.7446587,6.1070894,8.1959334,0.003100168
4.947,3794.4213,3536.2412,2291.1032,0,1.7587301,0.34729943,1.5353893,0.25141584,1.7445642,6.1069713,8.1965533,0.0030998008
4.948,3794.1861,3535.9331,2290.976,0,1.7571948,0.34704803,1.5352939,0.25140507,1.7444698,6.1068532,8.1971732,0.0030994336
4.949,3793.9509,3535.6251,2290.8487,0,1.7556596,0.34679663,1.5351985,0.25139431,1.7443753,6.1067351,8.197793,0.0030990666
4.95,3793.7157,3535.317,2290.7214,0,1.7541245,0.34654525,1.535103,0.25138354,1.7442809,6.106617,8.1984128,0.0030986996
4.951,3793.4805,3535.009,2290.5942,0,1.7525895,0.34629388,1.5350076,0.25137278,1.7441864,6.1064988,8.1990324,0.0030983326
4.952,3793.2453,3534.7009,2290.4669,0,1.7510546,0.34604252,1.5349121,0.25136202,1.744092,6.1063806,8.199652,0.0030979658
4.953,3793.01,3534.3929,2290.3396,0,1.7495197,0.34579117,1.5348167,0.25135125,1.7439975,6.1062624,8.2002715,0.0030975991
4.954,3792.7748,3534.0848,2290.2123,0,1.747985,0.34553982,1.5347212,0.25134049,1.743903,6.1061441,8.200891,0.0030972324
4.955,3792.5395,3533.7768,2290.085,0,1.7464504,0.34528849,1.5346258,0.25132972,1.7438086,6.1060258,8.2015104,0.0030968658
4.956,3792.3042,3533.4687,2289.9577,0,1.7449159,0.34503718,1.5345303,0.25131896,1.7437141,6.1059075,8.2021297,0.0030964993
4.957,3792.0689,3533.1606,2289.8304,0,1.7433814,0.34478587,1.5344348,0.25130819,1.7436196,6.1057892,8.2027489,0.0030961328
4.958,3791.8336,3532.8526,2289.7031,0,1.7418471,0.34453457,1.5343394,0.25129742,1.7435251,6.1056708,8.203368,0.0030957665
4.959,3791.5982,3532.5445,2289.5757,0,1.7403129,0.34428328,1.5342439,0.25128666,1.7434306,6.1055524,8.2039871,0.0030954002
4.96,3791.3629,3532.2365,2289.4484,0,1.7387787,0.34403201,1.5341484,0.25127589,1.7433361,6.105434,8.2046061,0.003095034
4.961,3791.1275,3531.9284,2289.321,0,1.7372447,0.34378074,1.5340529,0.25126513,1.7432416,6.1053155,8.2052251,0.0030946679
4.962,3790.8922,3531.6204,2289.1937,0,1.7357107,0.34352949,1.5339574,0.25125436,1.743147,6.1051971,8.2058439,0.0030943019
4.963,3790.6568,3531.3123,2289.0663,0,1.7341768,0.34327824,1.5338619,0.25124359,1.7430525,6.1050786,8.2064627,0.0030939359
4.964,3790.4214,3531.0042,2288.9389,0,1.7326431,0.34302701,1.5337664,0.25123283,1.742958,6.10496,8.2070814,0.0030935701
4.965,3790.1859,3530.6962,2288.8116,0,1.7311094,0.34277579,1.5336708,0.25122206,1.7428635,6.1048415,8.2077001,0.0030932043
4.966,3789.9505,3530.3881,2288.6842,0,1.7295758,0.34252458,1.5335753,0.25121129,1.7427689,6.1047229,8.2083186,0.0030928386
4.967,3789.7151,3530.0801,2288.5568,0,1.7280423,0.34227338,1.5334798,0.25120052,1.7426744,6.1046042,8.2089371,0.0030924729
4.968,3789.4796,3529.772,2288.4294,0,1.726509,0.34202219,1.5333842,0.25118976,1.7425798,6.1044856,8.2095555,0.0030921074
4.969,3789.2441,3529.464,2288.302,0,1.7249757,0.34177101,1.5332887,0.25117899,1.7424853,6.1043669,8.2101739,0.0030917419
